mass,year,mint,condition
3.07,1961,2,2
3.01,1963,1,2
2.94,1973,2,1
2.53,2008,4,1
3.11,1961,4,2
3.28,1962,2,2
2.88,1982,2,2
2.61,1987,3,1
2.91,1978,3,1
3.13,1980,3,1
2.95,1967,2,2
3.07,1963,3,1
2.54,2003,4,2
2.63,2000,3,2
3.22,1973,1,2
2.86,1979,4,2
3.17,1969,4,2
2.97,1965,1,2
2.85,1964,4,2
3.17,1965,4,2
3.08,1972,4,1
3.04,1972,3,1
2.45,2002,4,1
2.27,2001,3,2
2.69,2006,1,1
2.54,2011,2,2
2.97,1960,1,2
2.87,1961,2,2
2.53,2015,4,1
3.19,1960,2,1
3.14,1975,4,1
2.71,2015,3,1
2.89,1979,2,1
3.01,1978,3,1
2.58,1992,2,2
2.95,1965,1,2
2.83,1975,2,1
3.03,1967,4,1
3.03,1975,4,2
3.04,1979,1,1
2.6,1991,4,2
3.09,1970,2,1
2.64,2001,2,1
2.88,1960,2,2
3.28,1978,4,2
2.75,2018,1,1
2.58,1988,4,1
2.56,1987,1,1
2.97,1961,4,2
2.38,1986,4,2
2.82,1964,2,2
3.01,1960,4,2
2.98,1971,2,2
2.92,1967,3,2
2.86,1966,3,1
2.65,2008,4,2
3.12,1971,1,2
2.65,1983,3,1
3.21,1979,2,2
2.51,2009,2,1
3.23,1971,4,2
3.03,1968,2,1
2.6,2018,4,2
2.6,1982,4,1
3.11,1981,3,2
3.09,1960,3,1
3.2,1968,2,2
2.56,2004,1,2
3.07,1961,4,2
3,1963,1,2
2.78,2020,4,1
3.23,1963,4,1
2.7,1996,4,1
3,1981,2,2
3.03,1977,1,1
2.98,1962,2,1
2.4,2013,3,1
3.23,1969,2,1
3.23,1974,1,2
2.53,2001,2,1
2.49,2015,4,1
3.02,1961,4,1
2.67,2016,1,2
3.2,1975,1,2
3.23,1976,2,1
2.74,1995,2,1
3.38,1967,1,1
3.17,1981,3,1
2.46,2015,3,2
2.51,2008,2,2
2.98,1960,1,2
3.21,1964,1,1
2.85,1979,4,2
2.41,2010,2,2
2.86,1977,3,2
3.15,1960,3,2
2.86,1969,3,2
2.87,1968,4,2
2.57,2012,2,1
3.36,1963,1,2
2.88,1980,1,2
2.69,1999,2,2
3.06,1962,3,2
3.04,1982,1,2
2.92,1972,3,1
2.6,1996,1,2
2.95,1966,4,1
3.04,1964,4,1
2.68,2013,1,2
2.85,1972,3,1
2.91,1964,2,1
2.51,1986,2,1
3.34,1975,1,1
3.07,1961,2,2
3.18,1977,4,2
3.24,1970,3,1
2.52,1985,2,2
3.11,1962,3,1
2.29,1994,4,2
2.53,1995,3,2
3.04,1974,2,1
3.22,1961,2,1
2.92,1981,1,2
2.91,1969,2,1
2.91,1978,2,2
3.44,1974,2,2
2.63,1984,3,2
3.08,1971,3,1
3.22,1969,3,2
3.33,1977,1,1
2.62,2019,3,1
2.84,1974,2,2
3.21,1974,3,1
3.35,1982,4,2
2.59,2002,4,2
3.03,1971,1,1
2.33,1996,4,2
3.02,1966,3,2
3.27,1979,1,1
2.2,1999,4,1
3.26,1964,2,1
2.98,1969,2,2
2.82,1975,4,2
2.79,1983,3,1
2.6,2013,2,1
2.64,1993,4,1
3.16,1968,1,2
3.24,1966,2,2
2.41,2010,2,2
3.08,1964,1,1
2.45,2018,2,1
2.64,1984,4,1
2.37,2000,3,2
3.02,1972,3,2
2.69,2010,2,1
3.11,1963,1,1
2.67,2009,3,1
3.08,1960,1,2
2.71,2007,4,1
2.83,1960,4,2
2.83,1972,3,2
3,1978,2,1
2.88,1971,2,2
3.15,1965,3,1
3.19,1979,4,1
2.97,1966,3,2
3.19,1978,2,1
2.57,1985,2,1
3.07,1976,2,2
3.23,1972,3,1
3,1964,4,2
3.16,1963,3,1
2.63,1983,4,2
3.01,1977,2,1
2.45,2010,2,1
2.5,2007,1,2
2.6,1983,3,1
2.52,2012,4,2
2.98,1973,1,2
2.71,1985,4,2
2.6,2008,4,2
2.6,1989,3,2
2.73,1996,3,2
2.98,1969,2,1
3.11,1964,4,1
3.02,1975,1,2
2.42,1987,1,1
2.78,1997,4,1
3.15,1972,1,1
2.64,1995,2,1
3.22,1965,1,1
3.06,1975,3,1
2.46,1991,4,1
2.93,1973,3,1
2.92,1960,1,1
2.75,1995,1,2
2.77,2003,2,1
2.78,2009,1,1
2.82,1967,4,1
2.7,2017,3,1
3.04,1968,4,2
3.02,1970,2,2
2.71,1991,2,1
3.15,1962,4,1
3.04,1967,4,1
2.71,1999,3,1
2.83,1968,1,1
2.65,2017,2,2
2.8,1969,4,1
2.71,1987,2,1
3.2,1962,3,2
2.51,2008,1,1
2.97,1965,3,2
2.7,2003,3,1
3.08,1978,3,1
3.11,1973,2,2
3.06,1968,2,2
3.62,1974,1,1
3.29,1971,4,2
3.16,1970,3,2
2.95,1981,1,1
3.13,1966,3,1
2.76,1992,3,2
2.67,1998,2,1
3.15,1974,4,1
3.04,1973,3,2
2.8,1969,2,2
2.85,1970,1,1
2.4,1988,4,1
2.89,1967,2,2
3.2,1976,2,1
2.41,2005,3,1
3.21,1982,3,1
3.12,1972,2,2
3.21,1961,1,1
3.28,1963,4,1
3.29,1962,2,2
2.55,1991,4,1
3.07,1975,1,2
3.09,1969,1,2
3.06,1962,1,1
3.16,1973,4,1
3.31,1967,4,1
2.76,2011,1,1
2.65,1987,2,2
2.54,1988,4,1
3.07,1961,3,2
3.2,1967,2,1
3.23,1965,2,1
3.04,1971,4,2
2.73,1983,1,2
3.35,1974,3,1
2.92,1979,3,1
3.06,1975,1,1
2.61,2006,1,2
3.19,1971,3,2
2.64,1995,2,2
3.04,1973,2,1
2.92,1960,2,2
2.74,1996,1,1
2.91,1969,1,2
2.96,1973,2,1
3.22,1981,2,1
2.61,1987,3,2
2.27,2010,2,2
3.07,1980,2,1
3.2,1971,4,2
2.98,1974,1,2
2.83,1967,3,1
2.88,1978,3,2
3.11,1974,1,2
3.07,1960,1,2
3.21,1967,1,2
3.06,1965,3,1
2.56,2019,3,2
3,1967,2,2
2.81,1969,3,1
3.29,1975,3,2
3.05,1979,1,1
3.45,1964,2,1
2.98,1982,1,2
3.25,1968,2,2
2.52,2001,4,1
3.16,1964,4,1
3.31,1977,1,1
3.12,1971,4,2
3.26,1977,3,2
3.3,1978,1,1
2.31,2018,4,1
2.59,1992,3,2
2.74,1997,3,2
3.2,1972,1,1
2.98,1973,2,2
2.4,2012,4,1
3.05,1963,1,1
3.26,1962,1,2
3.06,1960,2,2
3.09,1965,4,1
3.21,1973,3,1
3.22,1974,4,1
3.08,1968,2,1
2.68,2011,3,2
2.43,1998,1,1
3.06,1973,2,1
2.55,2019,3,1
2.92,1971,2,2
2.78,2012,2,1
3.21,1981,2,2
2.51,1982,4,1
3.06,1968,2,1
2.55,2016,1,1
2.9,1975,3,2
3.07,1982,4,1
3.03,1966,2,2
2.29,2015,1,2
2.81,1967,1,1
2.83,1970,4,1
2.66,1996,1,1
2.21,1982,2,2
2.41,1984,2,2
2.46,1988,3,1
2.56,2014,1,2
3.04,1960,1,1
2.95,1976,2,2
2.51,1986,2,1
3.12,1965,2,2
3.03,1970,2,1
2.94,1963,3,1
2.42,2009,2,1
2.91,1966,1,1
3.05,1977,4,2
3.28,1982,3,2
2.66,1994,4,1
3.18,1971,1,1
3.01,1982,4,1
2.94,1979,1,1
3.07,1981,2,1
3.2,1982,4,1
2.95,1974,1,1
2.75,2013,1,1
3.37,1965,1,1
3.34,1965,4,1
3.25,1970,4,1
2.87,1979,3,1
2.81,1973,2,1
2.64,2007,1,1
2.45,2000,2,1
2.52,1999,2,2
2.8,1967,2,2
2.53,2019,1,2
2.41,1990,1,1
3.09,1976,4,1
3.26,1980,1,2
3.18,1978,3,1
3.06,1974,2,2
3.08,1981,4,2
2.67,1990,3,2
2.97,1964,2,1
2.76,1992,3,1
2.45,1999,2,1
2.9,1962,3,2
2.95,1982,4,1
3.22,1980,3,1
3.22,1981,3,1
3.02,1962,4,2
3.08,1974,3,1
3.03,1972,1,2
3.09,1980,1,1
2.9,1964,2,2
3.06,1970,2,2
3.23,1974,3,2
3.23,1973,3,1
3.22,1977,1,2
2.54,1992,3,2
2.6,1986,3,2
2.74,1988,4,1
3.19,1961,2,1
3.05,1976,1,1
2.64,1996,2,2
3.26,1982,3,1
2.9,1970,3,2
2.59,1984,3,1
2.99,1972,1,1
2.71,2001,2,1
2.76,2017,1,1
2.77,1992,2,1
2.77,1999,1,1
3.27,1974,2,1
2.9,1960,3,2
2.92,1970,2,2
3.06,1969,3,2
3.01,1982,4,1
2.57,2019,2,1
3.29,1968,4,2
3.16,1977,2,1
3.08,1976,1,2
2.8,1970,2,2
2.64,1985,4,2
3.03,1976,4,2
2.71,1996,1,2
2.5,2012,4,1
2.7,1989,1,1
3.1,1977,1,2
3.17,1978,4,1
3.24,1976,4,1
2.95,1980,1,2
2.67,2016,4,2
2.72,2004,4,2
2.74,2004,2,1
3.11,1970,3,1
3.01,1975,1,2
3.27,1960,1,2
2.71,2017,1,1
3.02,1973,3,2
3.16,1973,3,2
2.56,2014,4,2
2.47,1992,2,1
2.83,1964,3,2
2.69,2010,1,2
3.21,1960,4,1
2.44,2010,3,1
2.65,2017,4,1
2.97,1962,2,2
2.44,2000,3,2
2.74,2004,3,1
2.94,1969,1,1
2.89,1975,1,1
3.13,1973,4,1
2.97,1960,4,2
3.32,1968,4,2
3.3,1973,2,1
3.16,1973,1,1
3.03,1962,2,1
3.13,1965,2,1
2.65,1996,3,2
2.98,1967,3,2
2.61,1984,2,1
2.94,1982,4,2
2.81,1969,3,2
3.14,1977,3,2
2.54,2016,3,1
2.42,2007,2,2
3.3,1974,1,1
3.33,1971,1,1
2.7,1984,3,2
2.37,2019,4,1
2.88,1975,1,2
2.47,2019,1,1
3.17,1977,4,2
2.75,1985,1,1
3.15,1979,4,1
3.19,1977,4,1
3.03,1964,2,1
2.85,1972,2,2
3.16,1971,2,1
3.04,1981,1,1
3.21,1974,3,1
2.97,1967,1,1
3.25,1970,3,2
2.58,1984,3,1
2.97,1968,3,2
2.84,1980,1,2
2.73,1997,1,1
3.34,1963,4,1
3.33,1975,3,1
2.33,2003,1,2
2.4,2001,1,2
3.28,1962,2,2
3.2,1965,1,1
3.29,1976,4,2
2.46,1999,4,2
2.62,2009,1,1
3.04,1977,4,1
2.68,1992,4,1
2.6,2001,2,2
2.75,2003,1,1
2.52,1997,2,1
2.34,2008,3,2
2.7,1998,4,2
2.69,2014,1,1
2.9,1972,2,1
2.9,1981,2,1
3.18,1964,3,1
2.62,2020,4,2
3.29,1977,3,1
3.17,1974,1,1
2.65,1990,4,1
2.51,1996,2,1
3.4,1978,3,1
2.53,2017,3,2
2.76,2005,1,1
2.5,1992,3,1
2.77,1994,4,1
3.01,1960,2,1
2.79,2019,1,1
3.2,1972,1,1
3.16,1981,1,2
3.15,1975,4,1
2.53,2015,2,1
3.04,1967,3,2
2.98,1960,4,2
2.66,2017,2,1
3.38,1976,1,1
3.5,1973,1,1
2.34,2019,2,2
2.3,2018,1,1
2.73,2015,2,2
3.14,1962,2,2
2.98,1967,2,2
3.01,1965,1,1
3.37,1976,1,1
2.94,1975,2,1
2.89,1965,4,2
3.05,1965,1,2
2.92,1975,2,2
3.11,1964,2,2
3.16,1981,1,1
2.58,2019,3,2
2.59,1994,4,1
2.91,1973,4,1
2.73,2014,2,1
3.16,1967,3,1
3.25,1977,1,1
3.05,1978,2,2
2.59,1999,2,2
2.57,2009,2,1
2.97,1980,2,1
2.96,1968,3,2
3.04,1964,1,1
3.38,1964,4,2
3.08,1970,2,1
3.08,1974,2,1
3,1977,4,2
2.44,2010,1,2
3.02,1981,1,2
3.07,1976,3,1
3.05,1972,2,2
2.5,2014,3,2
3.22,1966,3,2
2.63,2007,3,2
2.45,1999,2,2
2.86,1966,2,2
2.86,1973,1,2
3.06,1972,1,1
2.93,1963,2,1
2.67,2002,4,2
2.64,1997,4,2
3.08,1982,2,1
3.13,1962,2,1
2.5,2014,1,2
2.92,1971,1,1
2.53,2001,2,2
2.68,2012,4,1
2.49,1982,1,1
2.56,1994,4,2
3.24,1975,4,2
3.04,1961,1,1
2.81,1982,3,2
2.84,1972,3,1
3.07,1966,1,2
3.18,1965,3,2
2.99,1965,4,2
2.76,1994,3,2
3.26,1971,1,1
3.09,1973,1,1
3.22,1965,1,2
2.88,1961,4,1
2.89,1982,1,2
2.69,1983,1,2
2.51,2011,4,2
2.98,1960,4,2
2.91,1970,2,1
2.96,1961,1,1
2.56,2011,4,1
2.97,1978,3,2
3.09,1962,1,2
3.1,1972,3,2
2.77,2020,4,1
3.01,1965,1,2
3.02,1967,2,2
2.63,2008,4,2
2.34,2010,1,1
2.26,1993,1,1
2.18,2006,2,1
3.09,1975,1,2
3.15,1982,4,1
3.03,1970,4,2
3.21,1970,3,1
3.36,1960,1,1
2.93,1966,2,2
2.59,2015,4,1
3.22,1978,2,1
3.18,1976,1,2
2.84,1964,2,1
2.42,1997,2,2
3.18,1969,2,1
2.37,1990,1,1
2.66,2004,2,1
3.19,1976,2,1
2.77,1997,3,1
2.63,1995,4,2
2.98,1969,4,1
2.48,1988,4,2
2.63,2014,4,1
3.05,1977,1,2
3.25,1978,3,2
3.16,1963,2,1
3.23,1982,1,2
3,1976,3,1
3.24,1964,2,1
3.29,1967,1,1
2.65,2019,1,1
3.4,1962,1,2
2.51,2004,2,1
2.63,2020,3,1
3.23,1973,1,2
2.54,1991,2,2
3.08,1963,2,2
3.14,1964,1,1
2.59,2014,2,1
2.69,1999,3,2
2.7,1992,4,2
3.03,1974,2,2
3.12,1980,4,2
3.14,1963,1,1
2.79,2011,2,1
2.68,2018,3,2
3.09,1969,1,2
3.06,1976,4,1
2.56,1994,4,1
3.06,1964,2,2
2.46,2010,3,1
2.93,1971,3,1
2.84,1963,2,2
2.48,2014,1,1
2.71,2009,1,2
3.04,1969,4,1
3.15,1968,4,2
3.6,1973,3,2
2.75,2013,3,2
3.34,1975,4,2
2.55,2002,2,2
2.91,1964,4,1
2.99,1962,2,2
2.59,2006,2,1
3,1962,2,1
3.06,1966,1,1
2.57,1988,1,2
2.77,2014,4,1
3.03,1961,1,2
2.6,2016,1,1
3.04,1965,2,2
3.05,1977,1,1
2.62,2013,4,2
2.45,2014,2,1
3.01,1982,4,1
2.53,2017,1,1
2.91,1963,1,2
2.66,2017,1,1
2.69,2011,1,1
3.08,1976,1,2
2.96,1980,2,1
3.05,1965,3,1
2.92,1978,2,1
3.06,1979,3,2
2.7,2003,1,1
2.86,1978,4,1
2.87,1972,2,2
2.93,1969,4,1
2.87,1971,2,1
2.83,1961,3,1
2.13,1990,4,1
3.29,1971,3,1
3.25,1965,2,1
2.78,1997,4,1
2.99,1960,4,2
2.63,2013,2,2
2.92,1976,3,1
2.98,1973,4,1
3.1,1972,3,2
3.24,1981,1,1
2.92,1981,1,1
2.56,2020,3,2
3.22,1980,2,2
2.49,1986,2,2
2.6,1988,4,2
2.63,2005,1,2
3.22,1964,1,1
2.4,2007,2,1
3.15,1976,1,2
2.74,2012,2,1
3.19,1966,2,1
2.9,1976,4,2
2.53,1999,1,1
2.86,1971,1,1
2.9,1977,2,2
2.3,2005,4,1
3.18,1975,2,1
2.5,1995,3,2
3.26,1969,1,2
3.12,1982,4,1
2.65,2006,3,1
3,1961,4,1
2.64,2000,1,2
2.77,2013,4,1
2.52,1995,4,1
2.61,2001,2,1
3.36,1978,3,1
3.1,1978,2,1
3.13,1961,3,1
3.18,1969,4,1
2.85,1973,1,1
2.89,1972,1,2
3.35,1979,4,2
2.65,2014,1,2
3.2,1982,4,2
3.01,1979,4,2
3.28,1973,3,1
2.52,2012,2,2
2.6,1984,4,2
2.89,1980,3,1
2.86,1974,4,2
2.71,1999,3,2
2.48,1989,1,1
2.37,2014,4,2
3.13,1980,3,1
3.04,1982,2,2
2.66,1998,1,1
2.97,1965,4,2
2.72,1998,3,2
3.25,1964,1,1
2.75,1991,3,1
3.21,1961,1,2
3.08,1963,4,2
2.6,1982,1,2
2.81,1975,2,2
3.13,1971,4,1
2.75,2001,3,1
2.17,1986,4,1
3.2,1962,1,1
2.91,1967,1,2
2.65,2006,2,2
3.13,1981,3,1
2.57,2010,4,1
3.2,1960,3,1
2.91,1982,2,1
3.12,1979,1,1
2.39,1991,3,1
3.51,1968,3,2
3.13,1978,1,2
2.61,2009,4,1
2.84,1978,2,1
3.21,1978,1,1
2.95,1981,2,1
2.72,2002,2,2
2.74,1987,4,1
2.87,1971,2,1
3.25,1965,3,2
3.11,1978,3,1
2.85,1969,2,1
2.6,2011,3,1
2.2,2017,4,1
2.85,1980,1,2
3.1,1974,4,1
3.06,1962,1,1
3.09,1966,4,1
3.36,1966,4,2
3.13,1962,4,1
3.19,1973,1,2
2.91,1982,2,2
3.04,1965,1,2
2.86,1968,3,2
3.28,1970,1,1
2.74,2012,1,1
3.44,1981,3,2
2.89,1975,3,1
3.16,1962,1,1
3.06,1976,4,1
2.94,1962,2,1
2.79,1999,1,1
3.35,1966,1,1
2.83,1968,3,1
3.14,1960,3,2
2.94,1981,2,2
3.14,1971,1,2
2.59,2012,2,1
2.54,2015,2,1
2.47,2001,4,1
2.8,1979,2,1
2.77,2020,1,2
2.89,1965,3,2
3.06,1982,3,2
2.61,2000,2,2
3.03,1971,4,1
2.62,1996,1,2
2.94,1969,4,1
2.91,1968,4,2
3.14,1965,1,1
2.47,1989,3,2
2.98,1981,2,2
2.96,1976,4,2
3.35,1963,3,2
3.19,1981,4,1
3.29,1964,4,1
2.69,1984,3,1
2.73,2009,4,1
2.88,1960,4,1
2.92,1977,3,2
2.42,1991,1,2
2.56,1989,2,2
2.92,1980,4,2
2.71,2006,4,2
2.86,1973,4,1
3.33,1973,2,2
3.08,1982,3,1
3.31,1981,1,1
3.04,1963,2,2
2.52,1982,3,2
3.35,1965,1,2
2.76,2015,3,2
2.49,2015,2,1
2.67,1987,2,1
2.88,1960,3,1
2.74,1997,2,1
3.15,1978,1,2
3.09,1978,2,1
2.87,1977,1,2
2.75,2020,1,1
2.54,1991,4,1
3.09,1975,4,2
2.94,1966,4,2
3,1982,2,2
2.99,1968,4,1
2.71,1992,4,2
2.78,1990,4,1
3.12,1963,3,2
3.23,1965,3,1
2.53,1989,4,2
2.74,2019,2,1
2.65,1999,4,2
2.99,1961,4,1
2.53,2011,4,2
2.51,2005,1,2
2.6,1985,2,1
2.88,1966,1,1
3.04,1962,3,2
2.25,2016,1,2
2.69,1993,2,2
2.63,2009,4,1
3.15,1979,4,1
2.91,1967,1,2
2.94,1978,3,2
2.62,1987,3,2
3.13,1963,4,1
2.52,2013,1,1
2.86,1973,2,1
3.12,1974,1,1
3.14,1960,3,2
2.68,1995,4,2
3.17,1972,4,2
3.11,1961,4,1
3.1,1982,2,2
2.65,2020,2,2
3.23,1980,3,1
3.03,1976,3,2
2.74,1984,2,1
3.06,1962,3,1
3.35,1969,4,2
2.9,1961,2,1
2.93,1979,4,1
2.78,1992,3,1
3.09,1978,1,1
3.1,1965,2,2
2.71,1995,4,1
2.92,1961,2,1
2.82,1960,2,1
3.1,1966,3,1
2.84,1976,2,2
2.93,1979,2,1
2.37,2009,1,1
2.66,2012,4,1
3.07,1981,2,2
3.06,1962,3,2
2.93,1982,1,2
3.06,1977,2,1
3.16,1962,3,1
3.05,1960,3,1
3.08,1979,1,2
3.03,1967,1,2
3.16,1970,4,2
3.14,1982,2,1
3.18,1975,2,2
2.61,1984,1,1
2.86,1971,2,2
2.81,1973,1,2
2.88,1972,1,2
2.92,1972,2,2
3.13,1963,1,2
2.5,2020,3,2
2.92,1964,2,1
2.68,2006,1,1
3.06,1971,4,1
2.86,1965,2,1
3.17,1972,4,1
2.94,1971,4,1
2.65,1989,4,2
3,1978,3,1
3.19,1964,4,1
2.68,1997,4,2
3.06,1965,1,1
2.64,2006,4,1
2.82,1974,3,2
3.1,1977,3,2
2.81,1975,1,2
2.87,1962,4,2
2.86,1969,2,2
2.54,1995,1,2
2.72,2002,1,1
2.72,2013,3,2
3.07,1981,3,1
2.66,1984,1,2
3.04,1971,2,2
2.61,2008,2,2
3.06,1965,3,2
2.52,2000,1,2
3.01,1968,4,1
3,1982,3,2
2.87,1975,4,1
2.76,2002,3,1
2.62,1992,1,1
3.36,1967,3,1
2.74,2017,3,1
2.53,1991,1,1
2.66,2020,2,2
3.23,1981,4,2
2.77,1993,3,1
2.44,2016,2,2
2.82,1977,4,2
3.1,1980,2,2
2.47,2013,1,2
3.02,1974,1,1
3.04,1979,3,2
2.57,2020,3,2
2.83,1982,4,2
3.12,1981,2,1
2.87,1973,3,1
3.03,1968,3,2
3.12,1982,1,1
2.48,2005,4,1
3.03,1982,1,1
3.16,1968,3,2
2.89,1967,3,2
3.04,1981,2,1
3.16,1972,3,2
2.51,1991,1,2
2.31,2000,1,1
2.85,1960,4,1
3.26,1962,2,2
2.94,1966,4,1
3.01,1975,3,1
3.03,1976,1,2
3.02,1960,3,1
3,1969,1,2
2.67,1983,4,2
2.54,1984,1,2
2.65,2015,1,2
2.68,2015,3,2
3.11,1981,1,1
3.42,1967,2,2
2.7,2018,3,1
2.42,2012,2,1
3.08,1980,3,2
3.21,1979,4,1
3.23,1970,4,1
2.34,1984,3,2
2.82,1964,4,2
2.61,2001,2,1
3.31,1965,2,2
2.38,1991,1,1
2.91,1964,3,1
3.01,1977,2,1
2.9,1961,1,1
2.94,1971,3,2
2.86,1982,1,2
2.43,2017,1,2
2.82,1968,1,2
2.37,2001,1,1
2.86,1965,3,2
2.4,2005,4,2
3.17,1960,2,1
2.82,1969,4,1
2.8,1978,4,1
3.18,1964,4,2
3.16,1974,1,2
2.76,2004,1,2
2.67,2017,3,1
2.37,2009,4,1
2.8,1976,1,2
3.03,1965,1,2
3.18,1965,3,1
2.59,1999,4,1
3.27,1973,2,1
2.81,1969,3,2
2.8,1974,2,1
3.1,1972,4,2
3.04,1971,3,1
2.52,1987,2,1
2.44,1999,1,1
2.33,1982,2,1
3.18,1964,4,2
3.11,1980,3,1
2.71,1991,3,1
2.66,2006,3,2
2.65,1982,3,2
3.06,1964,2,2
2.9,1980,4,2
2.93,1971,2,1
2.76,2011,3,2
2.59,1999,1,1
3.38,1977,1,1
2.82,1966,1,2
2.89,1965,3,2
2.73,2009,3,1
3.01,1973,1,1
2.65,1988,1,2
2.9,1967,1,2
2.98,1972,2,1
2.5,2017,2,1
2.77,1994,4,1
2.61,2007,2,1
2.52,1989,4,1
3.15,1960,2,2
2.57,2003,3,1
3.09,1964,3,2
3.46,1978,4,2
2.73,1991,2,2
3.16,1980,4,1
3.04,1960,4,2
3.11,1972,3,2
3.12,1963,3,1
3.17,1976,2,1
2.47,1991,4,1
3.01,1970,3,1
2.47,1992,2,2
2.53,2002,2,1
3.56,1980,4,2
2.37,2020,3,2
3.05,1966,4,2
2.9,1962,2,2
2.92,1967,3,2
3.3,1960,4,1
2.89,1968,3,2
3.08,1971,1,1
3.21,1975,2,1
2.92,1966,4,2
3,1964,3,2
2.7,1982,4,1
2.91,1968,4,1
2.67,2020,1,2
2.39,2015,2,1
2.7,2018,3,2
3.09,1977,3,1
2.91,1979,4,1
2.88,1962,1,2
2.84,1982,3,1
2.94,1975,1,2
2.96,1975,2,2
2.85,1976,3,1
2.94,1961,1,2
2.53,2010,3,2
2.94,1979,4,1
3.03,1977,4,2
2.92,1980,4,1
3.16,1982,1,2
3.2,1963,2,1
3.33,1981,1,2
2.75,2019,3,2
2.48,2006,4,2
3.19,1980,2,1
2.64,1982,4,2
2.85,1969,4,2
2.41,2002,2,2
2.77,2008,2,2
2.96,1974,1,1
2.91,1968,3,2
3.07,1969,1,2
2.87,1963,2,2
2.37,2011,4,1
2.7,2018,2,1
3.2,1961,1,2
3.13,1970,3,2
2.54,2008,3,2
2.68,2012,4,2
3.06,1965,1,2
3.09,1973,2,1
2.73,2015,1,1
2.79,2004,4,2
2.89,1979,1,1
2.95,1966,3,2
3.11,1964,4,2
3.17,1981,1,2
3.05,1972,1,1
2.67,2000,1,1
3.37,1973,1,1
3.23,1967,1,1
3.14,1972,3,1
2.81,1980,2,2
2.97,1964,3,1
2.56,2018,3,1
3.08,1981,2,2
2.94,1963,3,1
3.01,1980,2,1
2.58,2017,4,1
2.65,1983,4,2
2.89,1973,3,1
3.13,1976,1,2
2.94,1973,3,2
2.66,2000,3,1
2.95,1981,2,2
2.96,1961,3,1
3.12,1974,3,2
2.78,2000,1,2
2.43,1999,1,2
2.38,1995,4,2
3.21,1964,2,2
2.87,1969,4,1
3.05,1980,1,1
3.14,1979,1,1
2.31,2003,3,2
3.24,1976,4,2
3.13,1977,3,2
3.28,1971,4,1
2.66,2008,3,2
2.72,1998,1,1
3.26,1965,4,2
2.69,1996,4,2
2.47,1995,3,1
3.06,1975,3,1
3,1979,4,1
3.19,1967,1,2
3.08,1962,1,1
2.29,2007,1,2
2.57,2015,3,1
2.47,2012,2,2
2.99,1982,1,2
2.9,1968,4,1
3,1980,3,2
3.1,1979,4,1
3.09,1963,4,2
3.22,1971,2,2
2.99,1975,3,1
3.16,1965,3,1
3.02,1966,4,2
2.92,1970,3,1
3.37,1979,2,2
2.85,1981,4,2
2.31,2006,4,1
2.61,1993,2,1
2.97,1962,3,2
2.43,2017,4,1
3.17,1970,1,2
2.94,1964,3,2
3.09,1969,4,1
2.86,1975,1,2
3.36,1960,4,2
2.93,1965,3,2
2.45,1997,2,2
2.63,1998,1,2
2.89,1976,3,1
3.08,1978,2,2
2.34,2013,3,1
2.98,1961,3,1
2.66,2009,2,2
3.14,1968,3,1
2.94,1964,1,1
3.19,1969,1,1
2.91,1981,4,2
2.99,1973,4,1
2.64,1991,3,2
2.65,1999,2,2
3.02,1978,4,1
2.67,2016,4,2
3.33,1980,2,1
2.92,1963,3,2
3.18,1974,3,2
2.91,1967,2,2
3.4,1972,4,1
2.32,1989,1,1
2.97,1977,3,2
2.98,1964,3,1
2.66,2007,2,2
2.93,1961,1,1
2.94,1973,4,1
2.88,1961,4,1
3.25,1970,1,2
2.74,1984,3,2
2.97,1971,2,2
3.19,1961,4,2
3.32,1978,4,2
3.09,1976,4,2
2.87,1965,1,1
3.16,1980,3,1
2.6,2015,1,1
3.26,1970,4,1
2.5,1985,2,1
2.53,1984,3,2
2.96,1970,1,1
2.99,1979,4,1
3.26,1973,3,1
3.26,1972,4,1
2.93,1975,3,1
2.89,1980,3,1
3.2,1966,2,2
3.06,1965,1,1
2.77,2018,2,2
3.34,1970,1,2
3.14,1977,3,1
2.76,1991,2,1
3.12,1962,2,2
2.48,2020,2,2
2.96,1965,2,1
3.06,1974,2,2
3.2,1969,4,1
2.78,1992,4,1
2.53,1992,4,1
3.38,1965,3,1
2.98,1960,4,2
3.38,1972,4,1
2.94,1982,3,1
3.27,1974,1,1
3,1971,3,1
3.11,1973,3,2
2.96,1960,3,2
2.37,2017,2,1
2.56,2000,1,2
2.29,1995,3,2
3.26,1966,1,2
2.98,1966,1,2
3.43,1975,1,2
2.81,1982,4,2
2.71,2009,3,1
3.16,1961,2,2
3.21,1974,2,2
3.2,1962,1,1
2.61,1985,1,2
2.94,1980,1,1
2.74,2006,1,2
2.99,1973,1,2
2.69,2003,3,2
3.01,1965,4,1
2.63,1990,4,2
3.25,1969,3,1
3.21,1964,2,1
3.26,1969,2,1
2.94,1967,4,1
3.11,1980,3,2
2.62,2020,4,2
2.84,1963,3,1
3.17,1962,1,1
2.95,1981,4,2
3.02,1973,3,2
2.45,1987,3,2
2.61,1991,1,1
3.02,1964,1,2
2.9,1976,1,1
2.95,1981,2,1
2.74,2012,1,2
2.68,2002,1,1
2.78,2016,3,1
2.57,1996,1,1
2.98,1972,3,2
2.63,1998,4,2
3.05,1962,1,2
3.09,1972,1,2
